time,latitude,longitude,depth,magnitude,magnitude_type,source_agency,event_id
2017-10-23 14:23:42.660000+00:00,6.8047,92.5032,10.0,4.5,mb,us,us1000avwb
2017-10-25 18:20:47.790000+00:00,13.7225,92.9359,32.74,4.7,mb,us,us1000awth
2017-10-28 14:17:46.560000+00:00,12.7959,95.4699,10.0,4.5,mb,us,us2000bhyw
2017-11-13 13:41:53.790000+00:00,9.8714,93.1863,7.29,4.3,mb,us,us2000bsyx
2017-11-29 13:34:16.910000+00:00,5.1558,94.2376,44.54,4.4,mb,us,us2000bvv2
2017-12-02 19:36:18.430000+00:00,12.1948,95.085,10.0,4.4,mb,us,us2000c22l
2017-12-11 16:49:48.970000+00:00,11.8055,93.8373,136.55,4.6,mb,us,us2000c2v8
2017-12-15 14:49:29.150000+00:00,5.2483,94.3554,49.52,4.7,mb,us,us2000c4up
2017-12-19 13:23:32.100000+00:00,9.7595,93.5468,15.89,4.9,mb,us,us1000bt2a
2017-12-22 15:58:49.710000+00:00,10.0394,93.0186,33.89,4.8,mww,us,us1000bv1g
2017-12-24 08:43:58.580000+00:00,5.3341,92.5924,10.0,4.3,mb,us,us1000c2jr
2017-12-29 11:29:37.610000+00:00,8.4361,92.415,17.07,5.1,mww,us,us1000bxm9
2018-01-02 20:47:43.780000+00:00,7.1265,92.1669,29.62,4.9,mb,us,us1000bz3y
2018-01-04 19:57:33.330000+00:00,6.7749,95.2613,214.8,4.7,mb,us,us1000c0ta
2018-01-13 14:02:57.100000+00:00,5.1789,94.3147,33.69,4.2,mb,us,us2000cpv9
2018-01-14 15:48:09.590000+00:00,12.1779,92.4336,32.95,4.7,mb,us,us2000cjih
2018-01-17 13:25:27.280000+00:00,5.1413,94.1795,42.5,4.6,mb,us,us2000ckar
2018-01-24 11:01:46.430000+00:00,14.6681,92.6095,10.0,4.3,mb,us,us1000ceib
2018-01-25 01:15:58.290000+00:00,8.2527,91.7665,10.0,5.8,mww,us,us2000cp4g
2018-01-25 03:48:28.730000+00:00,8.3429,91.8589,10.0,5.3,mb,us,us2000cp5r
2018-02-13 02:39:51.940000+00:00,12.3508,93.1579,57.51,5.2,mww,us,us2000d1a1
2018-02-15 21:01:22.340000+00:00,8.2077,93.9965,32.77,4.4,mb,us,us2000d2ve
2018-02-23 11:56:16.500000+00:00,5.4295,92.9311,27.86,4.3,mb,us,us2000db51
2018-03-06 03:06:51.920000+00:00,13.9008,92.8633,29.63,4.1,mb,us,us1000d4ql
2018-03-06 04:40:05.040000+00:00,6.9478,94.1757,71.56,5.1,mb,us,us2000dcr6
2018-03-15 05:24:05.850000+00:00,5.3284,96.2216,15.24,4.5,mb,us,us1000d4l9
2018-03-15 17:07:05.630000+00:00,11.9132,92.2633,42.36,4.3,mb,us,us1000d7wy
2018-03-16 19:58:33.840000+00:00,12.5671,93.7551,109.07,4.3,mb,us,us1000d5cv
2018-03-18 05:54:28.190000+00:00,5.2367,94.3536,35.0,4.5,mb,us,us1000d60k
2018-03-19 21:53:30.180000+00:00,6.8585,94.1418,89.75,4.3,mb,us,us1000d85q
2018-03-28 23:58:28.800000+00:00,6.4627,92.411,10.0,4.1,mb,us,us2000dv2d
2018-04-09 23:11:38.070000+00:00,13.8976,92.8286,28.81,4.0,mb,us,us2000e12q
2018-04-11 02:12:59.290000+00:00,5.3954,94.5207,52.32,4.6,mb,us,us2000dxv0
2018-04-16 06:07:57.040000+00:00,6.882,92.0916,10.0,4.4,mb,us,us1000dpas
2018-04-23 18:01:26.520000+00:00,13.1779,92.3513,26.74,4.9,mb,us,us1000dqt3
2018-04-24 01:15:43.610000+00:00,11.0716,93.5682,97.56,4.4,mb,us,us1000dr23
2018-04-26 18:47:36.090000+00:00,7.2912,92.2936,10.0,4.3,mb,us,us1000dsw8
2018-05-05 17:50:39.760000+00:00,8.5569,94.0233,72.33,4.4,mb,us,us1000dywp
2018-05-13 18:20:56.980000+00:00,7.5435,93.6163,45.23,5.1,mww,us,us1000e475
2018-05-13 18:46:07.260000+00:00,7.5491,93.6093,71.38,5.0,mb,us,us1000e47e
2018-05-15 00:11:59.350000+00:00,5.1297,94.0039,10.0,4.5,mb,us,us1000e7z8
2018-05-22 11:46:55.690000+00:00,12.2515,95.9839,10.0,4.7,mb,us,us1000ec0m
2018-05-23 10:08:16.620000+00:00,5.0177,94.0933,10.0,4.2,mb,us,us1000ec2m
2018-05-25 17:41:54.090000+00:00,10.8902,93.6517,140.2,4.7,mb,us,us1000ec8d
2018-05-28 02:00:00.470000+00:00,9.5212,93.4269,88.88,5.2,mb,us,us1000ed54
2018-06-10 22:38:27.380000+00:00,13.5505,92.9769,22.79,4.5,mb,us,us1000emwz
2018-06-19 13:14:05.780000+00:00,5.3748,97.0164,13.64,4.6,mb,us,us1000evgd
2018-06-20 19:04:15.790000+00:00,10.1921,93.0909,70.72,4.5,mb,us,us1000f229
2018-06-21 20:29:19.560000+00:00,7.3158,94.45,10.0,4.9,mb,us,us1000ey0w
2018-06-28 19:03:21.900000+00:00,14.0705,92.8391,27.05,4.4,mb,us,us2000fx10
2018-07-03 23:55:23.540000+00:00,13.276,93.5947,74.65,4.4,mb,us,us2000g18z
2018-07-04 07:12:49.940000+00:00,13.1648,92.4982,27.4,4.8,mww,us,us2000fwle
2018-07-04 17:54:56.190000+00:00,11.3442,93.0558,97.52,4.0,mb,us,us2000g1dj
2018-07-04 20:34:51.770000+00:00,14.5358,96.4672,8.36,5.1,mww,us,us2000fx4h
2018-07-08 07:19:47.890000+00:00,7.2668,94.4288,10.0,4.2,mb,us,us2000g425
2018-07-08 09:04:19.470000+00:00,7.2941,94.3279,16.91,4.5,mb,us,us2000g427
2018-07-08 09:54:25.980000+00:00,7.2201,94.3193,10.31,4.7,mb,us,us2000fzqf
2018-07-10 07:36:30.940000+00:00,12.9343,93.4058,79.64,4.5,mb,us,us2000g465
2018-07-17 14:42:22.060000+00:00,10.9238,91.8114,10.0,4.6,mb,us,us2000g728
2018-08-06 04:35:50.040000+00:00,7.4174,91.7686,26.49,5.0,mb,us,us1000g3zs
2018-08-06 06:22:50.640000+00:00,5.5559,94.6843,74.77,4.2,mb,us,us1000g6c0
2018-08-13 16:07:11.430000+00:00,14.0665,93.2233,30.48,4.9,mb,us,us1000g835
2018-08-16 08:12:03.180000+00:00,6.7561,92.593,21.5,4.9,mb,us,us1000gaay
2018-08-24 10:49:27.510000+00:00,10.5407,91.7115,10.0,5.5,mb,us,us1000ggp5
2018-08-24 11:29:32.600000+00:00,10.9995,91.5782,10.0,4.4,mb,us,us2000h63y
2018-08-24 12:18:07.220000+00:00,10.7028,91.5787,10.0,4.6,mb,us,us1000ggpn
2018-08-30 00:37:24.340000+00:00,5.5663,95.2006,87.7,4.1,mb,us,us2000haby
2018-09-14 07:51:24.640000+00:00,7.0619,94.1798,75.76,5.1,mww,us,us2000heil
2018-09-18 07:33:41.950000+00:00,5.341,96.3888,47.1,4.7,mb,us,us2000hg9g
2018-09-29 08:18:00.730000+00:00,10.4733,91.652,10.0,4.1,mb,us,us1000h7h5
2018-09-30 19:27:00.740000+00:00,8.6511,93.5079,10.0,4.3,mb,us,us1000h7k5
2018-10-01 13:24:44.800000+00:00,12.9046,92.2347,25.65,5.1,mb,us,us1000h4z5
2018-10-03 04:09:41.220000+00:00,9.3012,93.8022,54.7,4.6,mb,us,us1000h62y
2018-10-03 21:49:45.630000+00:00,5.328,95.1207,90.1,4.0,mb,us,us1000ha1q
2018-10-09 22:27:53.450000+00:00,7.4386,94.7883,256.65,4.3,mb,us,us1000h9qd
